pm10_var,pm10_r2
0.11487070582969039,0.11487070582969039
0.1741252897872545,0.1741252897872545
0.18928308225279133,0.18928308225279133
0.1980420123326352,0.1980420123326352
0.19946979251794594,0.19946979251794594
0.21465062545032154,0.21465062545032154
0.20049125943730117,0.20049125943730117
0.2177439431832504,0.2177439431832504
0.221529693978061,0.221529693978061
0.24222049966391213,0.24222049966391213
0.26342309985293455,0.26342309985293455
0.25370767132130656,0.25370767132130656
0.2620435296538196,0.2620435296538196
0.27516536318679397,0.27516536318679397
0.2627979063794771,0.2627979063794771
0.30432744256575084,0.30432744256575084
0.320032788774404,0.320032788774404
0.25657730912861665,0.25657730912861665
0.32907492792775517,0.32907492792775517
0.321956827765543,0.321956827765543
0.3271155234198432,0.3271155234198432
0.3434061260646162,0.3434061260646162
0.3474500019854143,0.3474500019854143
0.34161415206212253,0.34161415206212253
0.3497296479586629,0.3497296479586629
0.36836193828870833,0.36836193828870833
0.3562332917430746,0.3562332917430746
0.34344812094412847,0.34344812094412847
0.3484213127624911,0.3484213127624911
0.36725749353042536,0.36725749353042536
0.34813209405294876,0.34813209405294876
0.40140887170315687,0.40140887170315687
0.36541297484824575,0.36541297484824575
0.41950676651757024,0.41950676651757024
0.43627890268814296,0.43627890268814296
0.37182595192512835,0.37182595192512835
0.41315081634863604,0.41315081634863604
0.3867638178209942,0.3867638178209942
0.3935178998696762,0.3935178998696762
0.3950688013389275,0.3950688013389275
0.40664861575709643,0.40664861575709643
0.43587377667471194,0.43587377667471194
0.422694754925083,0.422694754925083
0.40842964437933926,0.40842964437933926
0.4321842078139173,0.4321842078139173
0.4407181682785254,0.4407181682785254
0.40853353449167196,0.40853353449167196
0.45155322242478224,0.45155322242478224
0.42535366068287406,0.42535366068287406
0.45568274111489415,0.45568274111489415
0.47459122612095683,0.47459122612095683
0.4574730313017793,0.4574730313017793
0.44582419131317286,0.44582419131317286
0.4707532486880993,0.4707532486880993
0.4737550709963799,0.4737550709963799
0.4633959842054147,0.4633959842054147
0.4563075404325033,0.4563075404325033
0.4640702846174358,0.4640702846174358
0.4597442493038143,0.4597442493038143
0.48999769113164826,0.48999769113164826
0.4629933751662474,0.4629933751662474
0.46413749801304216,0.46413749801304216
0.47658562551915495,0.47658562551915495
0.48121821296247036,0.48121821296247036
0.4673858381827468,0.4673858381827468
0.5056137200555763,0.5056137200555763
0.4848580012649686,0.4848580012649686
0.4984123784269664,0.4984123784269664
0.5070691140778928,0.5070691140778928
0.504690382206961,0.504690382206961
0.495003434993298,0.495003434993298
0.5077388349636935,0.5077388349636935
0.512078608301803,0.512078608301803
0.4992662169421279,0.4992662169421279
0.5014025931391629,0.5014025931391629
0.5136635425537489,0.5136635425537489
0.5272105019950397,0.5272105019950397
0.4982175487146391,0.4982175487146391
0.5063886790598338,0.5063886790598338
0.5271442091524858,0.5271442091524858
0.5086142360010923,0.5086142360010923
0.5013525798913931,0.5013525798913931
0.5197934834951677,0.5197934834951677
0.5334365467207587,0.5334365467207587
0.5146268102539278,0.5146268102539278
0.5448156451798429,0.5448156451798429
0.5220931555055084,0.5220931555055084
0.5139993246838126,0.5139993246838126
0.523822353313532,0.523822353313532
0.5164873864396458,0.5164873864396458
0.5205680652098852,0.5205680652098852
0.5387529514249396,0.5387529514249396
0.5400304771047816,0.5400304771047816
0.5256741593709191,0.5256741593709191
0.5235431143571115,0.5235431143571115
0.5367502111267115,0.5367502111267115
0.5593905341625073,0.5593905341625073
0.5466263803221754,0.5466263803221754
0.556696775611998,0.556696775611998
0.5405166696554082,0.5405166696554082
0.5625837512232439,0.5625837512232439
0.5396820385200292,0.5396820385200292
0.5383693656180808,0.5383693656180808
0.5560551746642448,0.5560551746642448
0.5454316662426054,0.5454316662426054
0.5723771859582207,0.5723771859582207
0.5619360097260895,0.5619360097260895
0.5599864493718232,0.5599864493718232
0.559271315029461,0.559271315029461
0.5469920024301693,0.5469920024301693
0.5734723090530021,0.5734723090530021
0.5546329957033822,0.5546329957033822
0.5446377501190147,0.5446377501190147
0.5699719718126981,0.5699719718126981
0.5702200172818561,0.5702200172818561
0.5649820294925985,0.5649820294925985
0.5656074823467436,0.5656074823467436
0.5575998282980843,0.5575998282980843
0.5693050767345603,0.5693050767345603
0.5757338616832874,0.5757338616832874
0.5810064794426764,0.5810064794426764
0.5723424046530212,0.5723424046530212
0.5567150591665915,0.5567150591665915
0.5631576707150474,0.5631576707150474
0.5750906991196152,0.5750906991196152
0.5859467638132692,0.5859467638132692
0.5748412650527657,0.5748412650527657
0.5709478551207132,0.5709478551207132
0.5845598367428118,0.5845598367428118
0.5810840748784879,0.5810840748784879
0.5860331945617467,0.5860331945617467
0.5773723872568759,0.5773723872568759
0.5869887381113543,0.5869887381113543
0.5846686185167463,0.5846686185167463
0.5777088134789492,0.5777088134789492
0.5825823315082904,0.5825823315082904
0.5785294181042377,0.5785294181042377
0.5889880005101904,0.5889880005101904
0.5785501563593589,0.5785501563593589
0.5846487068006958,0.5846487068006958
0.5900752524178394,0.5900752524178394
0.591195599538556,0.591195599538556
0.5990372268876634,0.5990372268876634
0.5831339268347557,0.5831339268347557
0.5837793164746333,0.5837793164746333
0.5931375600442685,0.5931375600442685
0.5958069078299357,0.5958069078299357
0.6028047487047505,0.6028047487047505
0.5926497087376816,0.5926497087376816
0.5942589905209887,0.5942589905209887
0.6098406177306992,0.6098406177306992
0.6074511055318963,0.6074511055318963
0.6023838865413264,0.6023838865413264
0.6014264986342857,0.6014264986342857
0.6006725787838825,0.6006725787838825
0.6054705305565449,0.6054705305565449
0.6103518496139186,0.6103518496139186
0.6005455100200885,0.6005455100200885
0.5966021174160301,0.5966021174160301
0.609187676814692,0.609187676814692
0.612614601341025,0.612614601341025
0.6019238269395245,0.6019238269395245
0.6063240412562857,0.6063240412562857
0.6121236003452957,0.6121236003452957
0.6103847469587793,0.6103847469587793
0.6021845396791814,0.6021845396791814
0.6149178595156504,0.6149178595156504
0.6173274553513501,0.6173274553513501
0.6064826350639765,0.6064826350639765
0.6072785058167358,0.6072785058167358
0.6114476996698641,0.6114476996698641
0.6051154012579458,0.6051154012579458
0.6143246253040588,0.6143246253040588
0.6044607886204887,0.6044607886204887
0.6176811938536029,0.6176811938536029
0.612210189232153,0.612210189232153
0.6057412569324512,0.6057412569324512
0.6147792863801964,0.6147792863801964
0.6217216297917666,0.6217216297917666
0.612043349823221,0.612043349823221
0.6218337123884237,0.6218337123884237
0.6114689420512617,0.6114689420512617
0.6180900546195706,0.6180900546195706
0.6230801571096817,0.6230801571096817
0.6233881772652254,0.6233881772652254
0.6186205965493651,0.6186205965493651
0.6200770373478215,0.6200770373478215
0.6194567974533813,0.6194567974533813
0.6202906645705795,0.6202906645705795
