dim,variance,r2
1,0.2523849162307532,0.2523849162307532
2,0.2605529574884655,0.2605529574884655
3,0.4840908458751745,0.4840908458751745
4,0.4910486030907371,0.4910486030907371
5,0.5156950480804263,0.5156950480804263
6,0.6044975196960958,0.6044975196960958
7,0.6300240598582267,0.6300240598582267
8,0.629280747062487,0.629280747062487
9,0.6273677085274514,0.6273677085274514
10,0.6279570577582219,0.6279570577582219
11,0.6324943280831604,0.6324943280831604
12,0.6755921047580986,0.6755921047580986
13,0.689963788564895,0.689963788564895
14,0.7008575617940143,0.7008575617940143
15,0.7011717763891372,0.7011717763891372
16,0.7021039238848459,0.7021039238848459
17,0.7016980073334496,0.7016980073334496
18,0.7022609200078225,0.7022609200078225
19,0.7236299849644621,0.7236299849644621
20,0.7241797154354288,0.7241797154354288
21,0.7256759260846346,0.7256759260846346
22,0.7281231212587012,0.7281231212587012
23,0.7332337446283483,0.7332337446283483
24,0.7363427846807555,0.7363427846807555
25,0.7368842377863469,0.7368842377863469
26,0.7440890234607129,0.7440890234607129
27,0.7450660764842134,0.7450660764842134
28,0.7456663775273218,0.7456663775273218
29,0.7460680396465342,0.7460680396465342
30,0.745959112321571,0.745959112321571
31,0.7614695007223211,0.7614695007223211
32,0.7617415476044826,0.7617415476044826
33,0.7682245981985943,0.7682245981985943
34,0.7687682902010604,0.7687682902010604
35,0.7760992138271461,0.7760992138271461
36,0.7746286441669054,0.7746286441669054
37,0.775656993957208,0.775656993957208
38,0.7820651113559809,0.7820651113559809
39,0.781927139560301,0.781927139560301
40,0.7848221597240197,0.7848221597240197
41,0.7923281917537752,0.7923281917537752
42,0.7932703768921033,0.7932703768921033
43,0.7949623264822243,0.7949623264822243
44,0.7971566515113372,0.7971566515113372
45,0.7991211966769711,0.7991211966769711
46,0.8006297588333475,0.8006297588333475
47,0.8011298725751879,0.8011298725751879
48,0.8041032655773838,0.8041032655773838
49,0.8012506404503135,0.8012506404503135
50,0.8052096398029351,0.8052096398029351
51,0.8064612847653667,0.8064612847653667
52,0.8065352361370928,0.8065352361370928
53,0.8078350549618782,0.8078350549618782
54,0.8089671038127232,0.8089671038127232
55,0.8114377641553255,0.8114377641553255
56,0.8096997025833248,0.8096997025833248
57,0.8080789677329451,0.8080789677329451
58,0.8139316737304161,0.8139316737304161
59,0.8141167981858684,0.8141167981858684
60,0.8144395362570375,0.8144395362570375
61,0.8150753068234736,0.8150753068234736
62,0.8162540481450351,0.8162540481450351
63,0.8170424735968218,0.8170424735968218
64,0.8128650351351856,0.8128650351351856
65,0.8151474235614184,0.8151474235614184
66,0.8155768038835041,0.8155768038835041
67,0.8179581042587788,0.8179581042587788
68,0.816652303804197,0.816652303804197
69,0.8196496871358082,0.8196496871358082
70,0.8200762383682054,0.8200762383682054
71,0.8186484094451987,0.8186484094451987
72,0.8175660723687899,0.8175660723687899
73,0.8185753857513709,0.8185753857513709
74,0.8199031387222979,0.8199031387222979
75,0.8196281676201393,0.8196281676201393
76,0.8246045477706164,0.8246045477706164
77,0.8224593453711981,0.8224593453711981
78,0.8266614584532637,0.8266614584532637
79,0.8247145490396498,0.8247145490396498
80,0.8248195881699223,0.8248195881699223
81,0.8256360059033963,0.8256360059033963
82,0.8282670426049891,0.8282670426049891
83,0.8266065037800585,0.8266065037800585
84,0.8268631765311242,0.8268631765311242
85,0.8287122194691932,0.8287122194691932
86,0.8276701599601995,0.8276701599601995
87,0.8289864103520056,0.8289864103520056
88,0.8280890065971668,0.8280890065971668
89,0.8291322669167913,0.8291322669167913
90,0.8298688420379602,0.8298688420379602
91,0.8298925577545684,0.8298925577545684
92,0.8289165519927336,0.8289165519927336
93,0.8318209788354076,0.8318209788354076
94,0.8313929278817394,0.8313929278817394
95,0.8348332219917811,0.8348332219917811
96,0.8349873072500343,0.8349873072500343
97,0.8346991289376252,0.8346991289376252
98,0.8365545541469943,0.8365545541469943
99,0.8381566590979482,0.8381566590979482
100,0.8423576682257239,0.8423576682257239
101,0.8409247615704946,0.8409247615704946
102,0.8371786927363974,0.8371786927363974
103,0.8401722417476064,0.8401722417476064
104,0.8429213345140312,0.8429213345140312
105,0.8417543471335683,0.8417543471335683
106,0.8405628781744767,0.8405628781744767
107,0.8409173188724199,0.8409173188724199
108,0.8414737452863869,0.8414737452863869
109,0.8410121899510992,0.8410121899510992
110,0.8419520456858356,0.8419520456858356
111,0.8437522339330619,0.8437522339330619
112,0.8408754663829034,0.8408754663829034
113,0.8423216701263085,0.8423216701263085
114,0.8431369305937056,0.8431369305937056
115,0.8431755539673886,0.8431755539673886
116,0.8417536941827983,0.8417536941827983
117,0.8438576087720007,0.8438576087720007
118,0.8429515945205275,0.8429515945205275
119,0.8442879051415018,0.8442879051415018
120,0.8463248042563731,0.8463248042563731
121,0.844737418758557,0.844737418758557
122,0.8435417443347132,0.8435417443347132
123,0.8451708114213803,0.8451708114213803
124,0.8453935028509816,0.8453935028509816
125,0.8476116297310753,0.8476116297310753
126,0.8444373563292004,0.8444373563292004
127,0.8450479796459883,0.8450479796459883
128,0.845052669509663,0.845052669509663
129,0.8434869436380502,0.8434869436380502
130,0.8450147584653553,0.8450147584653553
131,0.8447465298787098,0.8447465298787098
132,0.8452444342442046,0.8452444342442046
133,0.8444407130656204,0.8444407130656204
134,0.846693338311608,0.846693338311608
135,0.8463230040540103,0.8463230040540103
136,0.8480773046059569,0.8480773046059569
137,0.8447191683131758,0.8447191683131758
138,0.8462907930203628,0.8462907930203628
139,0.848142557839576,0.848142557839576
140,0.8475227363668358,0.8475227363668358
141,0.8501816875959134,0.8501816875959134
142,0.8495207593339441,0.8495207593339441
143,0.8486783487134547,0.8486783487134547
144,0.8496725806780719,0.8496725806780719
145,0.8482054039613677,0.8482054039613677
146,0.8489731917927685,0.8489731917927685
147,0.8472639058881339,0.8472639058881339
148,0.8488377190315842,0.8488377190315842
149,0.8466093757064728,0.8466093757064728
150,0.8478840919309895,0.8478840919309895
151,0.844644841738604,0.844644841738604
152,0.8472070108482134,0.8472070108482134
153,0.8469676653088202,0.8469676653088202
154,0.847249958310913,0.847249958310913
155,0.8466047804151454,0.8466047804151454
156,0.8466483990490455,0.8466483990490455
157,0.8467329699664448,0.8467329699664448
158,0.8471720557977901,0.8471720557977901
159,0.847912234780864,0.847912234780864
160,0.8479756081710339,0.8479756081710339
161,0.8470492583183062,0.8470492583183062
162,0.8473497123940275,0.8473497123940275
163,0.8474707363883529,0.8474707363883529
164,0.8470434883410367,0.8470434883410367
165,0.8480702808480731,0.8480702808480731
166,0.8476752690382933,0.8476752690382933
167,0.8474873462031444,0.8474873462031444
168,0.8475093506701941,0.8475093506701941
169,0.8473888899983606,0.8473888899983606
170,0.847384875560361,0.847384875560361
171,0.8483406846751402,0.8483406846751402
172,0.8479650463769842,0.8479650463769842
173,0.8478160339340417,0.8478160339340417
174,0.8471130366688517,0.8471130366688517
175,0.8461034033919693,0.8461034033919693
176,0.8461263234019286,0.8461263234019286
177,0.8458672686132713,0.8458672686132713
178,0.8471536641748962,0.8471536641748962
179,0.8471773055874756,0.8471773055874756
180,0.8477161228311199,0.8477161228311199
181,0.8476020024406045,0.8476020024406045
182,0.8476391827990681,0.8476391827990681
183,0.8479602005659164,0.8479602005659164
184,0.8476743789878316,0.8476743789878316
185,0.8474202908312116,0.8474202908312116
186,0.8473343786976508,0.8473343786976508
187,0.8478764860948614,0.8478764860948614
188,0.8481254555617214,0.8481254555617214
189,0.8473977885940669,0.8473977885940669
190,0.8458430713950534,0.8458430713950534
